thigh,shank,foot,thigh_,shank_,foot_,knee_moment
166.02438368,6.77044096,-27.00200371,32.86011513,3.88915841,2.52182241,-0.208783309588191
165.50282316,7.30754744,-28.88685918,31.51207772,4.55178325,-0.159899079999995,-0.197594068858918
164.92070866,7.90882035,-30.70584181,30.11134384,5.29304195,-2.75402114,-0.186520570779989
164.28207967,8.5788364,-32.45868542,28.65758029,6.10999423,-5.25638391,-0.17595032435503
163.70063876,9.45704057,-34.19638496,27.20846436,6.94676977,-7.62716062000001,-0.1661339690291
162.83659944,10.19328751,-35.87079784,25.53658952,8.0129075,-10.25804902,-0.157151031335278
162.01058603,11.06342641,-37.53618863,23.90122482,9.06595878,-12.62407668,-0.148943319685065
161.14702955,12.00653616,-39.20695038,22.21359933,10.20020944,-15.04994171,-0.141361497104503
160.23516074,13.04696299,-40.8646801,20.47351474,11.41201147,-17.46174724,-0.134203017515421
159.26195049,14.12856495,-42.54003921,18.68084656,12.69550611,-19.88098917,-0.127241609253827
158.23657104,15.25249572,-44.2610032,16.85603189,14.03596372,-22.31882367,-0.120248834268805
157.1984526,16.44634873,-45.94609011,15.01182981,15.42482909,-24.7372838,-0.113008489610682
156.23062143,17.80619854,-47.74910025,13.20595047,16.81212076,-27.1226159,-0.105325263383998
154.93347632,18.85460729,-49.63739598,11.23510178,18.29440385,-29.70885859,-0.0970302476186287
153.93228001,20.25235109,-51.22099509,9.40366790000002,19.78891404,-32.01531465,-0.087985815205889
152.83900543,21.62399583,-52.89742001,7.53512670999999,21.31097928,-34.36823785,-0.0780902984196967
151.67494495,22.94096536,-54.58575956,5.64128521000001,22.84919884,-36.74301168,-0.0672815452390419
150.50725565,24.25969381,-56.32796807,3.75234748999998,24.36729257,-39.1261556,-0.0555388669242917
149.33627384,25.58189281,-58.05387388,1.87898142,25.89358897,-41.48211438,-0.0428834650905956
148.14394903,26.86837774,-59.75838748,0.0100079699999753,27.38455106,-43.79550945,-0.0293774924915278
146.96664453,28.14639305,-61.44791903,-1.82810992,28.86375875,-46.08055316,-0.0151217659158511
145.58927078,29.29028051,-63.18307911,-3.68251476,30.30047513,-48.2366937,-0.0002518575012328
144.50855716,30.53866144,-64.81524189,-5.50639190999999,31.70725606,-50.53518034,0.0150677414948639
143.34674037,31.71172001,-66.29619694,-7.30076829000001,33.06301275,-52.61237687,0.0306510095090032
142.15024144,32.81435692,-67.77259659,-9.08008157,34.35763351,-54.63351494,0.0462983147984318
140.94119933,33.84815413,-69.20226219,-10.84986235,35.59821038,-56.59922357,0.0618040507688006
139.75074651,34.82041764,-70.58525097,-12.60788299,36.76669413,-58.53159495,0.0769636731665732
138.55988476,35.7198847,-71.88579893,-14.34789736,37.8640847,-60.36923506,0.0915800078404804
137.36171788,36.53695605,-73.10160257,-16.06648419,38.88245271,-62.09300651,0.105468709857545
136.17369561,37.27807395,-74.2503983,-17.77045319,39.81709391,-63.74650665,0.118462769753385
135.010461,37.95015976,-75.3386323,-19.46136545,40.6707905,-65.36093859,0.130415980802939
133.86205953,38.54128679,-76.3411204,-21.13649395,41.44344315,-66.90190061,0.141205324276619
132.60899971,38.98356021,-77.06538076,-22.72590276,42.0882206,-67.85497496,0.150732300545414
131.54053935,39.44316187,-78.03570221,-24.41238843,42.68723139,-69.53436188,0.15892327624192
130.46462161,39.80560818,-78.80339404,-26.03744708,43.18961513,-70.86236546,0.165728916231426
129.38227207,40.06021545,-79.44607355,-27.6339915,43.58416266,-72.0163413,0.171122774003838
128.30581741,40.22198379,-79.98648292,-29.20294524,43.88395335,-73.04743732,0.175099142441254
127.19988536,40.27848898,-80.19312319,-30.65636536,44.03946638,-73.46832313,0.177670297948517
126.19597391,40.31538112,-80.75786276,-32.22856048,44.16025375,-74.69326081,0.178863293501635
125.19333148,40.22332907,-80.93341812,-33.68992404,44.14627994,-75.21538702,0.178716469540052
124.20083886,40.05833818,-81.12627867,-35.14880054,44.05114421,-75.87082109,0.177275856281515
123.23010944,39.81025787,-81.23490894,-36.57880543,43.86149862,-76.4317708,0.174591637827266
122.27976299,39.47481765,-81.28611495,-37.98595896,43.5768733,-76.94564337,0.170714838351111
121.36275904,39.0857455,-81.14206387,-39.30790458,43.19316436,-77.17536511,0.165694374917604
120.45516622,38.62141354,-81.25719782,-40.700743,42.74930337,-77.85895868,0.159574601182742
119.58686625,38.04025629,-80.86632576,-41.93240062,42.17506055,-77.70907868,0.152393442199395
118.7191487,37.42318446,-80.8304214,-43.25949861,41.56496023,-78.23561036,0.144181193415724
117.86859174,36.68498279,-80.56769199,-44.5312637,40.88078075,-78.46103789,0.134960027562776
117.10131811,35.93095,-79.84848737,-45.58517856,40.03566213,-77.84829291,0.124744222642144
116.31463633,35.11925739,-79.5990964,-46.79281794,39.2195489,-78.12491613,0.113541093947339
115.59115763,34.18404707,-78.90798035,-47.83782875,38.25505807,-77.62675534,0.101352584287712
114.87271119,33.23797413,-78.44634771,-48.92951656,37.29077992,-77.66012084,0.0881774405979038
114.22092319,32.24069722,-77.57949889,-49.83682046,36.20290841,-76.94611377,0.0740138828981386
